country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","28-09-2025 17:00:00",26.1403345,85.3650192,NO2,6,11,8
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","28-09-2025 17:00:00",26.1403345,85.3650192,NH3,1,1,1
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","28-09-2025 17:00:00",26.11442,85.39813,OZONE,18,57,47
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","28-09-2025 17:00:00",25.599486,85.113666,SO2,6,7,6
India,Bihar,Munger,"Town Hall, Munger - BSPCB","28-09-2025 17:00:00",25.376776,86.471523,NO2,4,5,5
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","28-09-2025 17:00:00",21.371751,81.664929,NH3,3,3,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","28-09-2025 17:00:00",21.371751,81.664929,SO2,6,46,14
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","28-09-2025 17:00:00",21.371751,81.664929,OZONE,6,13,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","28-09-2025 17:00:00",22.06631475,83.33820077,PM10,20,40,30
India,Delhi,Delhi,"Alipur, Delhi - DPCC","28-09-2025 17:00:00",28.815329,77.153010,NH3,2,7,4
India,Delhi,Delhi,"Alipur, Delhi - DPCC","28-09-2025 17:00:00",28.815329,77.153010,SO2,1,6,3
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","28-09-2025 17:00:00",28.647622,77.3158090,PM2.5,2,361,134
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","28-09-2025 17:00:00",22.368195,82.746431,PM10,13,13,13
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","28-09-2025 17:00:00",22.348441,82.549611,OZONE,35,36,36
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","28-09-2025 17:00:00",22.126650,83.483212,PM10,4,27,11
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","28-09-2025 17:00:00",22.126650,83.483212,NO2,3,3,3
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","28-09-2025 17:00:00",30.719859,76.738637,OZONE,7,49,39
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","28-09-2025 17:00:00",21.185571,81.343175,PM2.5,10,54,26
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","28-09-2025 17:00:00",21.224231,81.408350,PM10,4,46,18
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","28-09-2025 17:00:00",30.735567,76.775714,PM2.5,13,82,38
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","28-09-2025 17:00:00",30.735567,76.775714,NH3,40,60,48
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","28-09-2025 17:00:00",30.735567,76.775714,OZONE,8,76,55
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","28-09-2025 17:00:00",21.258815,81.578979,NO2,7,13,9
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","28-09-2025 17:00:00",21.237755,81.705301,PM10,5,24,14
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","28-09-2025 17:00:00",26.2271665,84.3570427,PM10,39,310,81
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","28-09-2025 17:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","28-09-2025 17:00:00",22.118125,83.140608,NH3,6,6,6
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","28-09-2025 17:00:00",30.719859,76.738637,NH3,NA,NA,NA
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","28-09-2025 17:00:00",22.08815,82.13737,NO2,NA,NA,NA
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","28-09-2025 17:00:00",28.567890,77.250515,PM2.5,15,399,111
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","28-09-2025 17:00:00",28.567890,77.250515,CO,12,72,20
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","28-09-2025 17:00:00",28.6573814,77.1585447,CO,24,111,30
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","28-09-2025 17:00:00",28.530785,77.271255,PM2.5,13,197,81
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","28-09-2025 17:00:00",28.530785,77.271255,NO2,17,91,41
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","28-09-2025 17:00:00",28.530785,77.271255,SO2,5,15,10
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","28-09-2025 17:00:00",28.623763,77.287209,CO,28,75,31
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","28-09-2025 17:00:00",28.623763,77.287209,OZONE,4,188,42
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","28-09-2025 17:00:00",28.588333,77.221667,PM10,50,162,97
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","28-09-2025 17:00:00",28.588333,77.221667,SO2,2,12,7
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","28-09-2025 17:00:00",28.5918245,77.2273074,PM10,NA,NA,NA
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","28-09-2025 17:00:00",28.636429,77.201067,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","28-09-2025 17:00:00",28.636429,77.201067,NH3,7,10,8
India,Delhi,Delhi,"Bawana, Delhi - DPCC","28-09-2025 17:00:00",28.776200,77.051074,PM10,72,282,152
India,Delhi,Delhi,"Bawana, Delhi - DPCC","28-09-2025 17:00:00",28.776200,77.051074,SO2,9,13,11
India,Delhi,Delhi,"Bawana, Delhi - DPCC","28-09-2025 17:00:00",28.776200,77.051074,CO,52,98,55
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","28-09-2025 17:00:00",28.7256504,77.2011573,PM10,33,175,90
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","28-09-2025 17:00:00",28.7256504,77.2011573,NO2,2,37,16
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","28-09-2025 17:00:00",28.60909,77.0325413,PM10,28,156,95
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","28-09-2025 17:00:00",28.570173,76.933762,PM10,57,163,110
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","28-09-2025 17:00:00",28.570173,76.933762,NO2,32,44,39
India,Delhi,Delhi,"Narela, Delhi - DPCC","28-09-2025 17:00:00",28.822836,77.101981,NH3,15,19,16
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","28-09-2025 17:00:00",28.656756,77.227234,NO2,2,82,33
India,Delhi,Delhi,"DTU, Delhi - CPCB","28-09-2025 17:00:00",28.7500499,77.1112615,PM2.5,18,167,68
India,Delhi,Delhi,"DTU, Delhi - CPCB","28-09-2025 17:00:00",28.7500499,77.1112615,PM10,36,215,110
India,Delhi,Delhi,"DTU, Delhi - CPCB","28-09-2025 17:00:00",28.7500499,77.1112615,SO2,16,33,24
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","28-09-2025 17:00:00",28.5627763,77.1180053,PM2.5,33,244,93
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","28-09-2025 17:00:00",28.6811736,77.3025234,SO2,12,23,17
India,Delhi,Delhi,"ITO, Delhi - CPCB","28-09-2025 17:00:00",28.628624,77.241060,NO2,83,101,90
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","28-09-2025 17:00:00",28.498571,77.264840,PM2.5,18,197,84
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","28-09-2025 17:00:00",28.498571,77.264840,NO2,28,83,45
India,Delhi,Delhi,"ITO, Delhi - CPCB","28-09-2025 17:00:00",28.628624,77.241060,SO2,6,18,12
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","28-09-2025 17:00:00",28.732820,77.170633,NO2,19,66,40
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","28-09-2025 17:00:00",28.5710274,77.0719006,OZONE,6,160,52
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","28-09-2025 17:00:00",23.016834,72.625775,PM10,48,94,71
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","28-09-2025 17:00:00",23.016834,72.625775,NO2,10,57,23
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","28-09-2025 17:00:00",23.041137,72.456691,SO2,1,2,1
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","28-09-2025 17:00:00",23.041137,72.456691,OZONE,12,39,23
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","28-09-2025 17:00:00",23.023389,72.515201,SO2,4,13,6
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","28-09-2025 17:00:00",23.023389,72.515201,CO,8,46,17
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","28-09-2025 17:00:00",23.023389,72.515201,OZONE,7,28,17
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","28-09-2025 17:00:00",23.076793,72.627874,PM2.5,21,46,33
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","28-09-2025 17:00:00",23.076793,72.627874,PM10,48,94,65
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","28-09-2025 17:00:00",23.076793,72.627874,NO2,9,46,25
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","28-09-2025 17:00:00",21.613267,73.010555,PM10,57,58,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","28-09-2025 17:00:00",21.613267,73.010555,SO2,61,62,61
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","28-09-2025 17:00:00",28.531346,77.190156,NH3,4,6,5
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","28-09-2025 17:00:00",28.672342,77.315260,SO2,17,41,27
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","28-09-2025 17:00:00",28.699793,77.165453,OZONE,1,80,34
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","28-09-2025 17:00:00",23.107969,72.574648,CO,35,64,49
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","28-09-2025 17:00:00",22.977134,72.553024,NO2,34,67,50
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","28-09-2025 17:00:00",23.163798,72.677768,SO2,5,14,9
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","28-09-2025 17:00:00",23.163798,72.677768,CO,37,56,47
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","28-09-2025 17:00:00",23.243639,72.68994,PM2.5,11,34,23
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","28-09-2025 17:00:00",23.243639,72.68994,SO2,1,5,3
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","28-09-2025 17:00:00",20.362421,72.918013,NH3,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","28-09-2025 17:00:00",20.362421,72.918013,SO2,NA,NA,NA
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","28-09-2025 17:00:00",28.6514781,77.1473105,NO2,61,183,87
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","28-09-2025 17:00:00",28.5504249,77.2159377,PM2.5,33,147,70
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","28-09-2025 17:00:00",28.5504249,77.2159377,PM10,57,314,132
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","28-09-2025 17:00:00",28.710508,77.249485,PM10,52,221,112
India,Delhi,Delhi,"Pusa, Delhi - DPCC","28-09-2025 17:00:00",28.639652,77.146275,NH3,11,16,14
India,Delhi,Delhi,"Pusa, Delhi - DPCC","28-09-2025 17:00:00",28.639652,77.146275,CO,15,78,31
India,Delhi,Delhi,"Pusa, Delhi - IMD","28-09-2025 17:00:00",28.636110,77.173332,CO,34,125,42
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","28-09-2025 17:00:00",28.563262,77.186937,PM2.5,30,260,114
India,Delhi,Delhi,"Rohini, Delhi - DPCC","28-09-2025 17:00:00",28.732528,77.119920,NH3,7,9,8
India,Delhi,Delhi,"Rohini, Delhi - DPCC","28-09-2025 17:00:00",28.732528,77.119920,SO2,3,6,4
India,Delhi,Delhi,"Rohini, Delhi - DPCC","28-09-2025 17:00:00",28.732528,77.119920,OZONE,4,94,32
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","28-09-2025 17:00:00",28.6514781,77.1473105,PM2.5,51,79,57
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","28-09-2025 17:00:00",22.977134,72.553024,SO2,2,23,8
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","28-09-2025 17:00:00",23.002657,72.591912,SO2,15,26,21
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","28-09-2025 17:00:00",23.020509,72.579261,PM10,67,107,87
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","28-09-2025 17:00:00",22.969611,72.643500,NO2,9,18,13
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","28-09-2025 17:00:00",22.969611,72.643500,CO,8,18,10
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","28-09-2025 17:00:00",22.969611,72.643500,OZONE,19,51,37
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","28-09-2025 17:00:00",28.806223,76.141105,NH3,NA,NA,NA
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","28-09-2025 17:00:00",28.806223,76.141105,SO2,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","28-09-2025 17:00:00",23.707909,86.414670,PM10,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","28-09-2025 17:00:00",23.707909,86.414670,OZONE,1,11,2
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","28-09-2025 17:00:00",16.172806,75.659694,NO2,9,10,9
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","28-09-2025 17:00:00",12.951913,77.539784,NO2,4,7,6
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","28-09-2025 17:00:00",12.9756843,77.5660749,NO2,45,50,48
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","28-09-2025 17:00:00",12.9756843,77.5660749,SO2,6,13,9
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","28-09-2025 17:00:00",12.917348,77.622813,OZONE,15,16,15
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","28-09-2025 17:00:00",11.55358,76.55521,PM2.5,19,38,26
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","28-09-2025 17:00:00",11.55358,76.55521,NH3,1,3,2
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","28-09-2025 17:00:00",11.55358,76.55521,CO,14,119,21
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","28-09-2025 17:00:00",13.328028,75.797056,CO,5,24,20
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","28-09-2025 17:00:00",13.328028,75.797056,OZONE,12,26,15
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","28-09-2025 17:00:00",17.336318,76.847397,CO,30,45,38
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","28-09-2025 17:00:00",12.415911,75.735050,PM2.5,14,27,18
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","28-09-2025 17:00:00",12.21041,76.37376,PM10,18,41,29
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","28-09-2025 17:00:00",12.21041,76.37376,NH3,4,5,5
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","28-09-2025 17:00:00",30.943887,76.801991,PM10,51,179,99
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","28-09-2025 17:00:00",30.943887,76.801991,NH3,8,10,9
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","28-09-2025 17:00:00",30.943887,76.801991,OZONE,18,128,84
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","28-09-2025 17:00:00",34.066206,74.819820,SO2,3,4,3
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","28-09-2025 17:00:00",28.39072,77.30059,PM2.5,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","28-09-2025 17:00:00",28.39072,77.30059,NH3,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","28-09-2025 17:00:00",28.39072,77.30059,SO2,NA,NA,NA
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","28-09-2025 17:00:00",28.4417,77.3217,PM2.5,41,43,42
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","28-09-2025 17:00:00",28.4417,77.3217,PM10,98,102,100
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","28-09-2025 17:00:00",14.475800,75.905200,PM2.5,5,38,18
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","28-09-2025 17:00:00",14.475800,75.905200,PM10,10,30,21
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","28-09-2025 17:00:00",14.475800,75.905200,SO2,1,12,4
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","28-09-2025 17:00:00",12.938539,77.590100,SO2,1,14,9
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","28-09-2025 17:00:00",13.0246342,77.5080115,PM10,52,70,58
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","28-09-2025 17:00:00",15.3714823,75.1160168,SO2,1,2,1
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","28-09-2025 17:00:00",15.3714823,75.1160168,CO,10,18,16
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","28-09-2025 17:00:00",15.3714823,75.1160168,OZONE,15,16,15
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","28-09-2025 17:00:00",14.791800,75.389600,NO2,32,50,38
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","28-09-2025 17:00:00",22.6780,75.8559,NH3,NA,NA,NA
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","28-09-2025 17:00:00",22.7084,75.8815,PM2.5,12,40,21
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","28-09-2025 17:00:00",22.7084,75.8815,NO2,12,21,16
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","28-09-2025 17:00:00",22.7084,75.8815,SO2,19,43,24
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","28-09-2025 17:00:00",22.7084,75.8815,CO,13,16,13
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","28-09-2025 17:00:00",22.7084,75.8815,OZONE,10,13,11
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","28-09-2025 17:00:00",23.163174,79.973061,SO2,25,26,26
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","28-09-2025 17:00:00",23.142888,79.916147,NH3,3,7,5
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","28-09-2025 17:00:00",23.142888,79.916147,CO,36,51,40
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","28-09-2025 17:00:00",11.875000,75.373200,CO,14,16,15
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","28-09-2025 17:00:00",8.8787,76.6073,OZONE,29,35,34
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","28-09-2025 17:00:00",8.563700,76.886500,PM10,43,50,47
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","28-09-2025 17:00:00",8.5149093,76.9435879,PM2.5,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","28-09-2025 17:00:00",8.5149093,76.9435879,PM10,1,95,20
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","28-09-2025 17:00:00",8.5149093,76.9435879,CO,4,16,7
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","28-09-2025 17:00:00",23.264759,77.381568,PM2.5,23,243,41
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","28-09-2025 17:00:00",23.264759,77.381568,PM10,34,164,93
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","28-09-2025 17:00:00",23.264759,77.381568,SO2,11,13,12
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","28-09-2025 17:00:00",23.210494,77.425409,PM10,20,48,29
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","28-09-2025 17:00:00",23.233584,77.400574,NO2,16,30,22
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","28-09-2025 17:00:00",23.233584,77.400574,SO2,8,12,10
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","28-09-2025 17:00:00",12.733409,77.298051,NO2,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","28-09-2025 17:00:00",12.733409,77.298051,NH3,NA,NA,NA
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","28-09-2025 17:00:00",13.940000,75.555917,PM2.5,16,24,18
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","28-09-2025 17:00:00",16.7602,77.1428,NO2,24,39,33
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","28-09-2025 17:00:00",23.50016,80.23284,NO2,31,34,33
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","28-09-2025 17:00:00",23.50016,80.23284,NH3,3,3,3
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","28-09-2025 17:00:00",24.2613009,80.7231783,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","28-09-2025 17:00:00",23.168606,79.932247,PM10,9,38,19
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","28-09-2025 17:00:00",23.218135,79.957770,OZONE,16,61,49
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","28-09-2025 17:00:00",26.259242,78.216432,NH3,2,5,3
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","28-09-2025 17:00:00",26.259242,78.216432,CO,27,59,56
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","28-09-2025 17:00:00",22.4310,75.5213,OZONE,23,43,32
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","28-09-2025 17:00:00",22.7289,75.8076,PM10,NA,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","28-09-2025 17:00:00",19.9775302,79.2337086,NH3,1,4,2
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","28-09-2025 17:00:00",19.9775302,79.2337086,OZONE,17,22,18
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","28-09-2025 17:00:00",20.918946,74.776388,PM10,22,82,41
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","28-09-2025 17:00:00",21.001264,75.565602,NH3,2,3,3
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","28-09-2025 17:00:00",19.854616,75.905894,CO,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","28-09-2025 17:00:00",19.25292,73.142019,NO2,8,10,9
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","28-09-2025 17:00:00",16.6870449,74.2505872,PM10,3,53,17
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","28-09-2025 17:00:00",20.939198,77.765701,NO2,5,26,12
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","28-09-2025 17:00:00",19.8389439,75.244448,SO2,1,17,12
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","28-09-2025 17:00:00",19.863756,75.321188,PM2.5,13,313,44
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","28-09-2025 17:00:00",19.863756,75.321188,NH3,2,5,3
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","28-09-2025 17:00:00",19.863756,75.321188,SO2,7,39,19
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","28-09-2025 17:00:00",19.0243902,73.0406721,PM2.5,17,29,21
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","28-09-2025 17:00:00",19.0243902,73.0406721,CO,4,28,10
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","28-09-2025 17:00:00",19.0243902,73.0406721,OZONE,15,65,46
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","28-09-2025 17:00:00",19.309073,73.057223,SO2,3,10,6
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","28-09-2025 17:00:00",19.786089,72.757971,CO,20,58,30
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","28-09-2025 17:00:00",20.719516,77.000253,NO2,8,15,11
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","28-09-2025 17:00:00",20.719516,77.000253,NH3,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","28-09-2025 17:00:00",20.719516,77.000253,OZONE,9,25,18
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","28-09-2025 17:00:00",20.9402359,77.7895248,SO2,1,3,1
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","28-09-2025 17:00:00",20.9402359,77.7895248,CO,13,35,14
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","28-09-2025 17:00:00",23.108440,77.511428,OZONE,16,48,39
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","28-09-2025 17:00:00",22.624758,75.675238,NH3,4,5,4
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","28-09-2025 17:00:00",19.786089,72.757971,OZONE,30,31,31
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","28-09-2025 17:00:00",19.9775302,79.2337086,NO2,2,6,4
